id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1617371,Luxury Suite with Incredible Views + Parking!,961410,Michael,,Niagara,43.64088,-79.41516,Entire home/apt,129,4,25,2019-06-28,0.65,2,46
1623915,Traveler's Room - Dragon Alley Lane,7399238,Cheryl,,Little Portugal,43.65202,-79.43409,Private room,45,3,159,2019-07-29,2.23,2,297
1623917,Fresh and comfortable,5440159,Barbara,,Casa Loma,43.67744,-79.40168,Private room,58,7,19,2019-07-03,0.48,4,240
1624022,Silver Room,5440159,Barbara,,Casa Loma,43.67866,-79.3997,Private room,58,7,20,2019-07-31,0.53,4,306
1625412,Modern Condo - Heart of Downtown - Walk to TIFF!,2783292,Euge,,Kensington-Chinatown,43.65489,-79.3906,Entire home/apt,110,85,34,2018-10-21,0.47,2,258
1629477,Bright Room in Great Downtown Home,847202,Megan,,Little Portugal,43.64861,-79.43773,Private room,90,2,53,2017-07-16,0.75,2,0
1629651,Yonge St Condo,3388399,Anna,,Church-Yonge Corridor,43.66403,-79.38324,Private room,125,3,12,2018-09-02,0.20,1,341
1631386,Private Room in Downtown Toronto RM3,4297691,Graeme,,Dovercourt-Wallace Emerson-Junction,43.66381,-79.4396,Private room,45,1,214,2019-08-05,2.98,3,349
1636762,Spacious 1BD in Leslieville,8692710,Robyn,,Blake-Jones,43.67321,-79.33529,Entire home/apt,80,28,1,2017-07-01,0.04,1,281
1638995,"Stylish, Sophisticated Apartment with Shaded Patio",8702985,Clarence,,Trinity-Bellwoods,43.65254,-79.41358,Entire home/apt,188,2,105,2019-02-04,2.73,10,311
1639953,Beautiful Private Double Guest Room Downtown B,2741400,Rk,,Palmerston-Little Italy,43.65652,-79.41792,Private room,44,1,130,2019-08-08,1.90,5,99
1641240,2 blocks away from Rogers Centre,133802,Maggy & Jamie,,Waterfront Communities-The Island,43.64538,-79.39391,Entire home/apt,200,5,10,2018-06-30,0.15,1,120
1643417,Roncesvalles/HighPark large sunny room - subway,1427329,Maria & Thomas,,High Park-Swansea,43.65143,-79.45531,Private room,55,3,18,2018-08-24,0.37,2,0
1645048,Gorgeous Downtown 2bdrm in Historic Cabbagetown,8729004,Jennifer,,Cabbagetown-South St.James Town,43.66582,-79.36926,Entire home/apt,180,2,4,2019-08-03,0.08,1,285
1646214,2 bdr + pull out couch + parking,8736297,Anju,,Niagara,43.64282,-79.40453,Entire home/apt,155,60,82,2016-09-26,1.61,1,282
1649059,Beautiful Furnished Downtown House,1664538,John,,Moss Park,43.65836,-79.36819,Entire home/apt,133,30,1,2014-06-28,0.02,3,342
1651958,CoZy Bachelor  Downtown Toronto,6044009,Fabricio,,Church-Yonge Corridor,43.66814,-79.37938,Entire home/apt,82,2,89,2019-08-06,1.41,1,279
1655297,Modern 1BR + Private Office,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.6428,-79.39245,Entire home/apt,160,28,2,2017-01-02,0.06,74,74
1655742,1 Bedroom Suite w/ Amazing Location,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64405,-79.38125,Entire home/apt,160,5,12,2019-07-12,0.20,74,15
1656292,Magnolia Suite/By The Park B&B/2 bedroom apartment,8780810,Margo,,High Park-Swansea,43.65473,-79.45893,Entire home/apt,204,1,2,2019-07-23,0.03,3,187
1659168,Gorgeous 2BR in Convenient Location,1919294,Toronto Suite Rentals,,Newtonbrook West,43.7793,-79.41786,Entire home/apt,199,5,18,2018-10-07,0.27,74,33
1661729,2-Story Ceiling w/ 1BR + Guest Den,1919294,Toronto Suite Rentals,,Niagara,43.63875,-79.41411,Entire home/apt,169,28,12,2018-10-07,0.17,74,34
1673003,lovely 2 +1 bdrm home +  garage in  midtown,8856331,Veronique,,Lawrence Park North,43.73175,-79.40442,Entire home/apt,198,7,19,2019-07-21,0.27,1,258
1673495,Guest room & backyard in Parkdale,8858716,Victoria,,South Parkdale,43.64027,-79.43563,Private room,75,2,104,2019-07-21,1.53,2,0
1678802,Beautiful Apt in Queen West,7746554,Anar,,Trinity-Bellwoods,43.64721,-79.41285,Entire home/apt,76,30,12,2018-02-24,0.35,1,365
1687406,Gorgeous 1bdrm in trendy King West,2708114,Evan,,Waterfront Communities-The Island,43.64356,-79.40076,Entire home/apt,200,5,0,,,1,99
1699994,Boutique Family Home Downtown w/Tesla Charge,8976677,John,,Niagara,43.64392,-79.4083,Entire home/apt,448,3,56,2019-07-22,0.79,3,285
1704151,"Amazing views, prime location & beautiful decor",1716838,Nina,,Waterfront Communities-The Island,43.64488,-79.38958,Entire home/apt,275,7,0,,,1,365
1711196,Lovely Private Room in Toronto Home,3431521,Sandra,,Roncesvalles,43.64152,-79.43923,Private room,45,2,112,2019-07-31,1.70,2,122
1718363,Gorgeous studio in the heart of T.O,8478072,Lotoya,,Waterfront Communities-The Island,43.65013,-79.38972,Entire home/apt,75,2,40,2017-01-03,0.61,1,0
1722517,The best spot for a night out!,8859994,Em,,Niagara,43.6439,-79.41521,Private room,72,1,168,2019-05-24,2.36,2,359
1727775,View of Lake Ontario close to King West + Parking,9104636,Cory,,Niagara,43.6364,-79.40525,Entire home/apt,176,1,23,2018-11-25,0.73,1,0
1732392,2 bedrooms basement apartment,9127235,Mrs Raphael,,Bendale,43.75784,-79.26174,Entire home/apt,69,3,82,2019-07-02,1.20,1,284
1736407,Leaside Luxury Penthouse with Amazing Views,9144639,Ankita,,Thorncliffe Park,43.71471,-79.35623,Private room,80,1,27,2019-07-31,1.22,1,297
1742297,"Big room, spacious apartment in trendy West End TO",8533890,Alex,,Palmerston-Little Italy,43.65472,-79.42326,Private room,76,2,17,2019-06-09,1.50,2,29
1747092,BEAUTIFUL PRIVATE DOUBLE GUEST ROOM A,2741400,Rk,,Palmerston-Little Italy,43.65576,-79.41425,Private room,45,1,143,2019-08-02,2.23,5,166
1747337,Bright 3 Bedroom Home,9173353,Asli And Selcuk,,Weston-Pellam Park,43.67084,-79.4576,Entire home/apt,128,4,2,2019-08-05,0.38,1,0
1750120,"Sunny house, friendly neighbourhood",4162773,Heather,,Dovercourt-Wallace Emerson-Junction,43.66463,-79.43215,Entire home/apt,100,30,0,,,1,11
1750269,Elegant Cottage in Downtown Toronto,9208069,Richard,,Cabbagetown-South St.James Town,43.66262,-79.36481,Entire home/apt,250,7,8,2016-08-14,0.13,1,0
1754254,Gorgeous Bedroom in Downtown Home,9226712,Greg,,South Parkdale,43.63542,-79.4268,Private room,71,1,13,2019-01-01,0.82,6,0
1756093,Luxury 1B + Guest Den on Sheppard,1919294,Toronto Suite Rentals,,Bayview Village,43.76865,-79.37934,Entire home/apt,189,14,5,2017-04-26,0.08,74,3
1762021,Great House on Palmerston Blvd in downtown Toronto,44259,Sue,,Palmerston-Little Italy,43.66107,-79.41275,Entire home/apt,600,3,70,2019-08-04,1.17,1,32
1780979,"DowntownToronto, UofT-St George Campus, Entire apt",4917449,Bedis,,Annex,43.66981,-79.40158,Entire home/apt,64,20,0,,,1,0
1781231,Quiet Room Near Transit,9349836,Sarah,,Dufferin Grove,43.65614,-79.44,Private room,40,2,226,2019-06-16,3.59,3,295
1782926,Beaches Home 7 Minutes to Studios,2129309,Carolyn,,Woodbine Corridor,43.67233,-79.31757,Entire home/apt,180,29,15,2017-06-16,0.32,2,37
1785285,"Luxurious bath / Cosy, quiet room",8267190,Mable,,Annex,43.67022,-79.41538,Private room,49,14,37,2018-09-29,0.53,2,135
1792909,"Brand New condo, 2 bedroom.",1794420,Joe,,Waterfront Communities-The Island,43.64407,-79.39248,Entire home/apt,195,20,49,2019-05-15,0.71,1,255
1801668,Great House Downtown,847202,Megan,,Little Portugal,43.64907,-79.43909,Entire home/apt,285,3,28,2018-08-18,0.45,2,3
1801738,"Modern 2 bedroom Townhouse, Huge Terrace King West",3244908,Marlena,,Waterfront Communities-The Island,43.6414,-79.39867,Entire home/apt,230,2,1,2019-08-05,1,2,147
1803281,NEWLY RENOVATED MODERN 1 BEDROOM WALKOUT,9454044,Stephanie,,Blake-Jones,43.67188,-79.34044,Entire home/apt,80,3,137,2019-07-22,3.82,1,11
1810146,Cool and convenient Little Portugal,9484002,Chris,,Little Portugal,43.65147,-79.43551,Entire home/apt,125,3,99,2019-08-06,1.42,1,200
1813948,Furnished Bachelor in Downtown,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64211,-79.39208,Entire home/apt,149,15,18,2019-05-22,0.26,74,46
1814992,Master Bedroom in Midtown Toronto,9506792,Lindi,,Willowdale East,43.77513,-79.41257,Private room,76,2,62,2019-08-02,1.04,1,325
1820689,Spectacular Yorkville Condo *NEW*,9532580,Daniel,,Annex,43.67115,-79.39142,Entire home/apt,149,60,61,2019-05-17,0.93,1,109
1822789,LUXURY 1+Den CELEB suite @TIFF,2844161,Suzanne,,Waterfront Communities-The Island,43.64101,-79.3861,Entire home/apt,200,61,19,2018-05-18,0.27,1,0
1824727,Fully Furnished Condo (Queen Bed),9550062,Ryansuites,,Waterfront Communities-The Island,43.64365,-79.38025,Entire home/apt,165,1,63,2019-07-28,0.91,8,362
1826053,Central Cozy Room in Victorian House,8995143,Cyn M,,Dufferin Grove,43.6507,-79.43982,Private room,54,2,19,2019-06-30,0.31,6,343
1829418,Central Bright White Room in LIttle Portugal,8995143,Cyn M,,Dufferin Grove,43.65038,-79.43964,Private room,62,2,15,2019-07-03,0.24,6,363
1830310,cozy 1B w/ amazing view,6808974,Malaika,,Broadview North,43.69093,-79.35287,Entire home/apt,64,1,4,2018-05-20,0.06,1,0
1830535,"Modern, bright 1 bdrm on King W near Bellwoods!",8517502,Robyn,,Niagara,43.6404,-79.41526,Entire home/apt,110,150,0,,,1,362
1836298,Comfy Private full Suite in our City Oasis!,1125010,Laura Jane & Nick,,University,43.66074,-79.4074,Private room,76,1,78,2019-08-02,1.24,1,282
1843242,Cozy Little Portugal apartment in Victorian House,8995143,Cyn M,,Dufferin Grove,43.65014,-79.43839,Entire home/apt,161,5,40,2018-06-24,0.64,6,365
1844121,Amazing Bed & Breakfast Downtown,8952336,Caroline,,Bay Street Corridor,43.66838,-79.38832,Private room,141,1,133,2019-07-19,2.04,1,232
1851448,3 bdrm 2-Floor HOUSE @ CN Tower w. FREE PARKING !,9668978,Benny,,Waterfront Communities-The Island,43.64518,-79.39353,Entire home/apt,220,1,121,2019-07-25,1.72,1,107
1856109,Beautiful and Cozy Home for Rental,1989442,Indrit,,Englemount-Lawrence,43.71791,-79.43725,Entire home/apt,85,1,368,2019-06-30,5.30,2,220
1859942,Swansea | Bloor West Village Main Level,8280084,Pro,,High Park-Swansea,43.63896,-79.47681,Entire home/apt,150,3,46,2019-07-01,0.72,4,35
1862196,Quiet Room in High Park/Junction,9713198,Andrea,,Junction Area,43.66462,-79.46289,Private room,40,1,1,2016-05-03,0.03,1,0
1864021,Spacious 3B+2B in Little Italy,6778835,Karen,,Dufferin Grove,43.6562,-79.43043,Entire home/apt,300,4,8,2018-03-30,0.13,1,27
1869711,⭐️Stylish Apartment on East side Downtown Toronto,314617,Ilya,,Moss Park,43.65617,-79.37083,Entire home/apt,118,2,154,2019-06-27,2.25,7,327
1876893,Summer sizzle en mi casa! Book now!,9775519,Jane Anne,,Mimico (includes Humber Bay Shores),43.62421,-79.4924,Private room,65,3,40,2019-08-03,0.89,1,79
1879787,Great downtown Location Next to Subway + Parking,9787143,Dan,,Church-Yonge Corridor,43.66996,-79.38542,Entire home/apt,160,4,17,2018-09-28,0.25,1,0
1881845,Family house-great location/free reserved parking!,6411777,Tania,,Dufferin Grove,43.65835,-79.43175,Entire home/apt,350,2,11,2018-08-06,0.18,1,6
1885950,Beautiful Corner Unit Downtown,9811752,Tom,,Waterfront Communities-The Island,43.64297,-79.3881,Entire home/apt,428,3,56,2018-05-01,0.81,1,363
1886850,Private Roncesvalles coach house,9612740,Donna,,Roncesvalles,43.64044,-79.44661,Entire home/apt,100,2,126,2019-08-07,1.83,1,158
1891100,LRG Family Friendly Annex/Kensington Market House!,9228931,Rebecca,,University,43.66058,-79.40398,Entire home/apt,176,2,21,2017-08-25,0.43,1,0
1891675,Large Modern 1 Bedroom + Guest Room,1919294,Toronto Suite Rentals,,Niagara,43.63877,-79.41715,Entire home/apt,169,28,5,2017-07-30,0.08,74,65
1900100,Waterfront View City Condo,1415439,Tricia,,Waterfront Communities-The Island,43.64183,-79.37494,Entire home/apt,180,180,50,2017-09-12,0.80,3,0
1901371,Modern loft in St. Lawrence Market,9872693,Krikor,,Moss Park,43.65252,-79.36971,Entire home/apt,86,6,2,2014-01-12,0.03,1,0
1902398,TRENDY 1BR LOFT KING ST W TORONTO,9877067,Scott,,Waterfront Communities-The Island,43.64094,-79.40097,Entire home/apt,249,3,198,2019-08-01,2.84,1,351
1902992,RENOVATED MAY '18 Private Apartment Great Location,6034608,Aj,,Waterfront Communities-The Island,43.64593,-79.3987,Entire home/apt,166,20,10,2018-08-30,0.15,1,364
1912628,Downtown Waterfront View Toronto,9922227,Santiago,,Waterfront Communities-The Island,43.64034,-79.38256,Entire home/apt,120,7,13,2019-06-01,0.19,1,0
1912746,New Modern Bachelor downtown Toronto (Annex #5),9923100,Ed,,Annex,43.66749,-79.41026,Entire home/apt,76,4,65,2018-10-06,0.93,7,315
1915724,"Great house! Dec.12-Jan.11., 2017",9935509,Len,,Little Portugal,43.64712,-79.43432,Entire home/apt,88,4,4,2018-01-11,0.06,1,0
1920804,FURNISHED MASTER BEDROOM/PRIVATE WC,9956811,Erica,,Mount Dennis,43.69125,-79.49813,Private room,146,1,2,2017-08-13,0.04,11,0
1925448,Private room in Downtown Toronto,9974366,Sarmad,,Church-Yonge Corridor,43.65043,-79.37441,Private room,77,1,1,2013-11-19,0.01,1,0
1931961,Studio 3rd Floor Annex House Toronto,3496109,J,,University,43.66473,-79.40824,Private room,85,2,5,2019-06-30,0.08,1,268
1937092,Trinity-Bellwoods Apartment!,5099605,Catherine,,Trinity-Bellwoods,43.65142,-79.41543,Entire home/apt,100,4,32,2019-07-14,0.51,1,211
1943045,DOWNTOWN BOUTIQUE LOFT,440188,Mark,,Kensington-Chinatown,43.65594,-79.40079,Entire home/apt,176,7,9,2016-10-31,0.14,1,219
1943718,Hotel Style Luxury Living + Parking,2409409,Michael,,Waterfront Communities-The Island,43.6407,-79.39741,Entire home/apt,122,3,292,2019-07-28,4.23,1,147
1945120,"Warmth, Privacy, Coffee + Best Area",10061029,Gg,,Little Portugal,43.64601,-79.42484,Private room,90,3,96,2017-05-07,1.39,1,159
1978673,"Beautiful large apartment, you'll feel at home!",10212280,Martin,,Briar Hill-Belgravia,43.69824,-79.4487,Entire home/apt,78,7,53,2019-07-31,0.81,1,4
1980023,Two Bedroom Furnished Suite on the Harbourfront,785826,Arlene,,Waterfront Communities-The Island,43.64128,-79.38108,Entire home/apt,135,4,5,2019-03-06,0.09,24,12
1984190,"Cozy Colourful room, FREE parking*",7026137,Oxana,,Willowdale West,43.76908,-79.41576,Private room,58,14,24,2019-04-28,0.35,1,35
1986934,Priv room/priv bath in ❤️ Tdot,10249063,Dee,,Waterfront Communities-The Island,43.64016,-79.39839,Private room,68,2,104,2019-08-05,2.83,1,44
1989937,Fashion District- King W/Bathurst,3263375,Francesco,,Waterfront Communities-The Island,43.64558,-79.40281,Entire home/apt,159,1,221,2019-07-21,3.25,1,7
1992288,Gorgeous large open loft apartment,9794542,Meher,,South Parkdale,43.64056,-79.4335,Entire home/apt,88,30,28,2015-06-30,0.41,1,0
1997637,Cozy 1 bedroom with balcony,9110998,Raquel,,Mount Pleasant West,43.69797,-79.39397,Entire home/apt,90,3,0,,,1,0
2000685,"Loft Apartment, Heart of Bellwoods",1842422,Yasmin,,Little Portugal,43.64564,-79.4245,Entire home/apt,105,6,80,2019-04-01,1.17,1,44
2000745,Cozy 1 bedroom basement apartment,1011373,Brigitte,,Junction Area,43.67641,-79.47296,Entire home/apt,65,2,79,2019-07-10,1.18,1,152
2003970,"Incredible view, 2 bed + 2 bath!",10317874,David,,Cabbagetown-South St.James Town,43.6665,-79.37528,Entire home/apt,155,7,2,2015-09-01,0.04,1,17
2013973,"Great Location, clean and safe",10360224,Kathleen,,Niagara,43.64101,-79.41363,Entire home/apt,106,1,3,2016-01-01,0.06,1,0
2016823,Chic Entertainment District Condo,10372276,Ashley,,Waterfront Communities-The Island,43.64541,-79.39454,Entire home/apt,184,2,116,2019-08-05,3.19,1,18
2020201,800ft² - Beautiful & Clean 1 +Den ,6616887,Sara,,Islington-City Centre West,43.63931,-79.53586,Entire home/apt,200,1,1,2014-01-04,0.01,1,0
2026887,Funky 1 BD in hip west neighborhood,10302323,Joseph,,Dovercourt-Wallace Emerson-Junction,43.66094,-79.43244,Entire home/apt,114,3,70,2018-10-09,1.03,1,0
2041127,Luxury Penthouse @ Heart Of Mimico,10468498,Ade,,Mimico (includes Humber Bay Shores),43.63163,-79.47466,Entire home/apt,119,30,5,2019-06-28,0.08,20,159
2044725,Large kitsch 1bdrm in trendy hood,10484240,Anya,,Trinity-Bellwoods,43.65072,-79.424,Entire home/apt,98,4,6,2019-05-31,0.09,1,57
2045208,Cozy Condo near CN Tower - downtown,4356799,T.,,Waterfront Communities-The Island,43.63994,-79.3929,Entire home/apt,94,1,54,2018-10-26,0.80,18,241
2055349,Loft Style Executive 1 BR in Heart of King West!,1513372,Ev & Amber,,Waterfront Communities-The Island,43.64639,-79.39633,Entire home/apt,160,120,6,2019-06-28,0.22,1,251
2056070,2 Story Town W/14ft Ceilings in Trendy Queen West,10513933,Erin,,Little Portugal,43.64467,-79.42784,Entire home/apt,350,2,11,2019-07-26,0.35,1,76
2061445,Upper Beach House Overlooking Park with Parking,9116432,Christian Marie,,East End-Danforth,43.67922,-79.30838,Entire home/apt,268,1,45,2019-07-18,0.88,2,334
2062078,Beautiful Leslieville Home w Parking,9096492,Liza,,South Riverdale,43.66041,-79.33402,Entire home/apt,249,2,40,2019-08-05,0.58,1,337
2062795,Writer's Luxury Downtown Condo,7874247,Jen,,Niagara,43.63779,-79.41593,Entire home/apt,565,2,2,2014-06-28,0.03,1,219
2067408,Lovely Victorian w/parking,10574280,Alan,,Junction Area,43.66347,-79.46313,Private room,89,1,0,,,1,0
2068172,Furnished Luxurious Condo,10578094,Payam,,Newtonbrook West,43.78101,-79.41743,Entire home/apt,118,3,1,2016-08-29,0.03,1,0
2071326,Beautiful Studio Apt-Entertainmnt District-Toronto,1718194,Shaz And Kanwal,,Waterfront Communities-The Island,43.64586,-79.39208,Entire home/apt,129,7,22,2019-06-17,0.33,31,76
2075514,STYLISH CONDO (2 BED 2 BATH) LAKE-SHORE +PARKING.,1631989,Digio,,Waterfront Communities-The Island,43.64803,-79.37393,Entire home/apt,160,4,84,2019-07-07,1.69,2,174
2078597,Stylish Apartment in the Heart of Roncesvalles Village,10547214,Kate,,Roncesvalles,43.64616,-79.44458,Entire home/apt,119,1,406,2019-08-07,5.98,1,324
2082829,Downtown 1 Bedroom+Parking+WiFi,10639186,Oksana,,Waterfront Communities-The Island,43.64954,-79.389,Entire home/apt,98,180,20,2017-09-02,0.31,1,176
2087575,Basement Apartment in Little Italy,10656885,Little Italy Suites,,Palmerston-Little Italy,43.65637,-79.42249,Entire home/apt,54,3,67,2019-06-09,1.31,3,3
2094327,1 bd Apartment + Balcony Downtown T.O Queen West,5416830,Victoria,,Kensington-Chinatown,43.65154,-79.38856,Entire home/apt,125,1,14,2017-07-16,0.37,1,0
2104845,Comfy/Charming 1 bedroom in Downtown Toronto,2892745,Matt,,Little Portugal,43.64882,-79.43393,Entire home/apt,150,2,1,2018-04-01,0.06,1,0
2113457,Spacious 1BD & Sun Room,10775335,Nadine,,Bay Street Corridor,43.65618,-79.38289,Entire home/apt,100,120,4,2015-11-01,0.08,1,359
2117841,Apartment in Seaton Village/Annex,3370930,Jeannette,,Annex,43.67203,-79.41622,Entire home/apt,80,3,19,2019-07-28,0.80,1,101
2123691,Boutique Condo in the West End,10830387,Mark,,Stonegate-Queensway,43.62567,-79.49071,Entire home/apt,90,5,1,2018-03-16,0.06,1,0
2126181,"The Yoga House,  Yoga, Thai Massage",10845253,Celeste,,Woodbine Corridor,43.68177,-79.31625,Private room,180,2,9,2016-09-14,0.15,1,189
2138766,2BR Home Trendy Queen West West,3694374,Stacey,,Little Portugal,43.64482,-79.4257,Entire home/apt,176,3,16,2018-03-13,0.26,1,0
2140175,Trinity Bellwoods House/Loft,8024877,Annette,,Trinity-Bellwoods,43.64775,-79.40905,Entire home/apt,141,8,22,2018-11-03,0.34,2,311
2143897,"Family Friendly Apt., Indian Rd",459872,Barbara,,High Park North,43.66164,-79.45692,Entire home/apt,125,7,11,2018-11-14,0.17,1,337
2145647,Luxury One bedroom Fully Furnished- ICON 4,1718194,Shaz And Kanwal,,Waterfront Communities-The Island,43.64384,-79.39193,Entire home/apt,150,3,20,2019-07-14,0.31,31,88
2150181,3BR Family Home sleeps 6 - Midtown,9317720,Kelly,,Yonge-Eglinton,43.70501,-79.40024,Entire home/apt,315,4,6,2015-07-26,0.10,1,0
2150352,Nice affordable @ Don Mills subway in Toronto J,65479,Irene,,Pleasant View,43.77907,-79.32956,Private room,28,5,5,2019-05-01,0.19,10,342
2151532,Queen bed in Toronto apartment,6741120,Ted,,Palmerston-Little Italy,43.65703,-79.40867,Private room,55,3,57,2019-07-13,0.86,7,230
2154933,Spacious Midtown Apt near Subway - Sleeps 5,5961276,Yen,,Yonge-Eglinton,43.70593,-79.40058,Entire home/apt,100,2,65,2018-12-30,0.97,1,11
2164586,Best city view in King West!,11044712,Tdot,,Niagara,43.64247,-79.41246,Entire home/apt,229,3,8,2017-08-26,0.12,1,0
2164945,Room in Beautiful Big Parkdale Home,2518768,Sari,,South Parkdale,43.63647,-79.44308,Private room,50,5,9,2019-04-20,0.15,2,180
2165395,"Bright, clean in quiet hood, parking included",11048824,Jen,,Little Portugal,43.64498,-79.43251,Entire home/apt,150,5,10,2019-01-01,0.16,1,48
2165577,Lovely apt with courtyard view,7341708,Vitaly,,Waterfront Communities-The Island,43.63997,-79.39551,Entire home/apt,170,7,0,,,1,0
2166931,Chic Toronto Condo + Pool (Airport),10724994,Nike,,West Humber-Clairville,43.72497,-79.61648,Entire home/apt,103,7,27,2019-07-20,0.40,2,44
2169346,In the middle of the action II,2016724,Maria,,Annex,43.66928,-79.39738,Private room,58,4,70,2019-07-06,1.04,1,99
2171366,A spectacular and authentic loft!,11076856,Joanne,,Dovercourt-Wallace Emerson-Junction,43.66772,-79.42808,Entire home/apt,130,4,9,2019-05-10,0.14,1,129
2181695,Luxury Condo on Front Street West,10468498,Ade,,Waterfront Communities-The Island,43.64491,-79.3883,Entire home/apt,150,3,92,2019-07-08,1.37,20,0
2181793,Trinity Suites - Luxury Condo on York Street - Y1,10468498,Ade,,Waterfront Communities-The Island,43.64145,-79.38343,Entire home/apt,119,1,66,2019-07-21,1.57,20,132
2207257,Bright Cheery Home Steps to Boardwalk,11259817,Pamela & Darryl Glover,,The Beaches,43.66864,-79.30555,Entire home/apt,150,5,24,2017-08-21,0.36,1,208
2208685,Luxury1+1 BDR Fully Furnished-Dwntown-Cn Tower,1718194,Shaz And Kanwal,,Waterfront Communities-The Island,43.64461,-79.39229,Entire home/apt,199,3,12,2019-07-21,0.18,31,151
2210700,Charming 1 bed on 2nd fl Victorian.,11277421,Julie,,Waterfront Communities-The Island,43.64232,-79.40171,Entire home/apt,90,3,38,2016-04-16,0.57,1,293
2223343,Room for Rent,11345136,Dhea,,Caledonia-Fairbank,43.69416,-79.44974,Private room,80,1,0,,,1,176
2244309,groundFLOUR  - @pingpongHOUSE,11463589,Ryan,,Trinity-Bellwoods,43.64927,-79.41144,Private room,119,1,30,2018-04-09,0.84,7,281
2248986,"Rm.Sgl Bed.1min-QueenSt,5 min-Beach",6884061,Roberta,,The Beaches,43.67464,-79.28916,Private room,45,2,32,2019-08-04,0.48,2,330
2257124,Cozy & Clean Room -3 Story home,3540058,Adam & Jess,,Woodbine Corridor,43.67926,-79.31065,Private room,80,1,60,2019-08-01,0.98,1,335
2259492,Furnished room for rent,706785,Esther,,Willowdale East,43.76035,-79.40689,Private room,55,1,13,2019-01-23,0.20,2,365
2262774,Downtown East Cozy Private Bed_Bath,3327704,Shan,,South Riverdale,43.65737,-79.35233,Private room,45,2,23,2019-04-30,0.42,1,0
2267889,Bright and Airy Two Bedroom With Parking,5927200,Genevieve,,Oakridge,43.69737,-79.27037,Entire home/apt,90,1,298,2019-08-07,5.76,1,314
2272479,Trendy Dundas West Location,1495412,Vanessa,,Little Portugal,43.64954,-79.43659,Entire home/apt,126,4,15,2019-07-06,0.25,1,0
2274060,1 BR-Close to Yonge & Eglinton 204,1854872,Raja,,Flemingdon Park,43.72123,-79.33585,Private room,40,2,30,2019-04-25,0.50,2,282
2284658,One bedroom High Park Roncesvalles,2441761,Blair And Carla,,High Park-Swansea,43.65531,-79.45258,Entire home/apt,69,14,23,2019-03-17,0.35,1,1
2292379,Special Studio Suite - Pantages Tower Toronto,4124418,Ashish,,Church-Yonge Corridor,43.65526,-79.37947,Entire home/apt,200,3,6,2015-09-22,0.09,15,342
2296506,Fully Furnished Downtown Lake view,11729337,Ramy,,Waterfront Communities-The Island,43.64033,-79.37938,Entire home/apt,119,7,47,2019-07-24,0.72,3,235
2298592,Cozy attic room in shared house,2441074,Sarah,,Palmerston-Little Italy,43.65987,-79.40974,Private room,40,3,0,,,1,0
2303169,Home for Rent,11762310,Kelly,,Lawrence Park South,43.72328,-79.40456,Entire home/apt,500,3,4,2015-08-10,0.06,1,349
2316010,Lovely Bedroom Downtown by subway,11827037,Clara,,North St.James Town,43.66882,-79.37524,Private room,45,1,1,2015-08-18,0.02,1,0
2316147,Spacious Yorkville 2 BR 2 Bath,7828359,Kaye,,Rosedale-Moore Park,43.6709,-79.38403,Entire home/apt,239,30,43,2018-09-09,0.70,2,156
2319682,AUTHENTIC FEATHER FACTORY HARD LOFT!!!,5153529,Adrian,,Roncesvalles,43.6548,-79.45084,Entire home/apt,175,1,179,2019-07-26,2.76,2,305
2320778,"Cute, artsy & *BIG* 1-bdrm apt!",1215574,Melissa,,Palmerston-Little Italy,43.6588,-79.42436,Entire home/apt,105,3,18,2018-07-16,0.34,1,0
2320893,"Zen space, sauna & underground city",10796912,D,,University,43.66653,-79.39577,Entire home/apt,161,21,31,2017-08-12,0.47,1,343
2329180,"Private Bdrm - Shared 2 BdRm, on Yonge Subway Line",11897371,Frank,,Church-Yonge Corridor,43.66608,-79.38261,Private room,69,1,31,2019-07-11,0.72,1,307
2331224,Large Room in Victorian House,11905510,Peter,,Roncesvalles,43.64454,-79.43699,Private room,76,2,20,2018-10-06,0.33,1,66
2333145,Toronto Waterfront Luxury Suite,11917344,Maria,,Waterfront Communities-The Island,43.63702,-79.38138,Entire home/apt,125,180,0,,,1,365
2334361,"North York, Toronto! (Share)",11508116,Jonathan,,Bayview Village,43.7875,-79.37301,Shared room,94,1,0,,,1,0
2336683,North Toronto near Sheppard West Subway,11933948,Marlene,,Clanton Park,43.74889,-79.45284,Entire home/apt,98,4,8,2018-09-05,0.25,1,39
2339823,Gorgeous UpscaleCondo in DT Toronto,11950683,Basheer Nasir,,Church-Yonge Corridor,43.67024,-79.38041,Entire home/apt,93,180,4,2014-12-13,0.07,1,166
2356555,Kashaneh at LuxuryTwo Bedroom Meridian Building,12033867,Nancy,,Newtonbrook West,43.78034,-79.41753,Entire home/apt,190,1,41,2019-04-28,0.64,13,309
2361733,Double bed in Toronto apartment,6741120,Ted,,Palmerston-Little Italy,43.65756,-79.40851,Private room,55,8,60,2019-02-21,0.90,7,326
