id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1419,Beautiful home in amazing area!,1565,Alexandra,,Little Portugal,43.64617,-79.42451,Entire home/apt,470,4,7,2017-12-04,0.14,1,0
8077,Downtown Harbourfront Private Room,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64105,-79.37628,Private room,100,180,169,2013-08-27,1.39,2,0
12604,Seaton Village Parlour Bedroom,48239,Rona,,Annex,43.66724,-79.41598,Private room,67,1,0,,,1,0
23691,Queen Bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69602,-79.45468,Private room,72,1,209,2019-04-23,1.87,2,244
26654,"World Class downtown@ CN Tower! Jays, TIFF, ACC",113345,Adela,,Waterfront Communities-The Island,43.6453,-79.3894,Entire home/apt,199,4,37,2019-05-14,0.35,7,357
27423,Executive Studio Unit- Ideal for One Person,118124,Brent,,Greenwood-Coxwell,43.6689,-79.32592,Entire home/apt,55,120,26,2011-08-30,0.23,1,0
30931,Downtown Toronto - Waterview Condo,22795,Kathie & Larry,,Waterfront Communities-The Island,43.64151,-79.37643,Entire home/apt,133,180,1,2010-08-11,0.01,2,365
40456,Downtown 2  Bdr.Apt with King Size Bed and Parking,174063,Denis,,South Parkdale,43.63532,-79.44049,Entire home/apt,125,30,105,2019-08-05,0.96,3,346
41887,Great location,183071,Kyle,,Oakridge,43.69458,-79.28681,Entire home/apt,69,2,80,2019-06-01,2.43,2,236
43964,Bright entire 2-bedrm basement suite private entry,192364,Mitra,,Wexford/Maryvale,43.74858,-79.29111,Entire home/apt,90,2,29,2019-07-23,0.92,1,361
44452,Yonge & Bloor Studio Skyline,195095,Urbano,,Rosedale-Moore Park,43.67185,-79.38583,Entire home/apt,141,1,49,2019-04-27,0.45,13,242
44469,Yonge & Bloor 2 Bedroom Apartment,195095,Urbano,,Rosedale-Moore Park,43.67136,-79.38598,Private room,110,1,8,2017-08-27,0.08,13,281
45399,Fountain View Studio - Eaton center,195095,Urbano,,Church-Yonge Corridor,43.65972,-79.38172,Entire home/apt,145,1,71,2019-07-20,0.66,13,313
45453,Yonge & Bloor 2 Bedroom Master,195095,Urbano,,Rosedale-Moore Park,43.67191,-79.38585,Private room,105,1,9,2018-09-02,0.09,13,281
45893,Yonge & Bloor Lakeview Master BR  ,195095,Urbano,,Rosedale-Moore Park,43.67105,-79.38481,Private room,105,1,18,2019-06-01,0.17,13,222
50110,Yorkville one bedroom Condo,195095,Urbano,,Church-Yonge Corridor,43.66899,-79.38548,Entire home/apt,161,1,46,2019-07-04,0.43,13,335
51616,Large room in trendy King Street West.,237587,John,,Niagara,43.64296,-79.40451,Private room,54,91,24,2018-11-11,0.66,1,179
62545,Furnished Heritage Rooms Downtown 1,304551,Kintoo,,Niagara,43.6458,-79.40769,Private room,65,60,21,2017-08-02,0.20,6,232
64003,Downtown Toronto 4BR Townhouse,312769,Jerome,,Moss Park,43.65955,-79.36701,Entire home/apt,350,3,92,2019-07-31,0.89,1,81
64641,Furnished Heritage Rooms Downtown,304551,Kintoo,,Niagara,43.6444,-79.40829,Private room,65,7,16,2019-08-04,0.15,6,296
64645,Furnished Heritage Suite Downtown,304551,Kintoo,,Niagara,43.64585,-79.40853,Private room,88,20,11,2018-08-31,0.11,6,282
65238,Zen South Facing Bedroom in Quiet Art-Filled Home,318911,Magali,,Palmerston-Little Italy,43.65853,-79.42709,Private room,56,2,60,2019-06-30,0.60,2,293
69464,Yonge & Bloor one bedroom Condo,195095,Urbano,,Rosedale-Moore Park,43.67094,-79.38581,Entire home/apt,149,1,39,2019-05-17,0.38,13,339
75051,"GreatSpace,Backyard, 5min to Subway",368707,Sandra,,Dufferin Grove,43.65956,-79.43228,Entire home/apt,145,5,272,2018-08-04,2.66,2,99
82694,Luxury Hotel Downtown Living !!,431260,Caterina,,Niagara,43.64171,-79.40469,Entire home/apt,107,30,29,2016-09-23,0.29,1,342
84076,A short walk to TIFF,544254,Darryl,,Niagara,43.64457,-79.40451,Entire home/apt,145,3,6,2018-08-20,0.08,1,0
84151,North City View Yonge/Bloor,195095,Urbano,,Church-Yonge Corridor,43.67033,-79.38612,Entire home/apt,145,1,24,2017-07-02,0.25,13,303
89575,Private bedroom close to downtown,93825,Yohan & Sarah,,Briar Hill-Belgravia,43.69662,-79.45325,Private room,62,1,83,2019-04-21,0.88,2,251
96336,John & Bren's Queen West 3 bedroom townhouse,511506,John,,Niagara,43.64458,-79.41022,Entire home/apt,235,3,116,2019-07-14,1.65,1,185
98136,Two Bedroom House on Toronto Island,518383,Anthea,,Waterfront Communities-The Island,43.63266,-79.35616,Entire home/apt,300,2,57,2019-05-20,0.58,1,40
104096,Hip and modern family-friendly home,349172,Avery,,South Riverdale,43.66527,-79.32934,Entire home/apt,175,5,18,2019-08-03,0.18,1,261
104722,Annex apartment - with great deck!,455397,Carly,,Annex,43.67175,-79.40398,Entire home/apt,160,2,6,2018-10-08,0.13,1,0
112842,Gorgeous Condo near High Park!!,575127,Micheline,,High Park North,43.65623,-79.46667,Entire home/apt,54,120,12,2017-03-05,0.13,1,313
113175,Best luxury location in downtown Toronto!,576192,Faria,,Waterfront Communities-The Island,43.64123,-79.39339,Entire home/apt,105,5,32,2019-05-04,0.32,1,204
119441,STYLISH  LAKEVIEW / KING SIZE BED/DOWNTOWN+PARKING,174063,Denis,,South Parkdale,43.63559,-79.44048,Entire home/apt,200,30,76,2018-09-16,0.76,3,362
122492,Sunny & Stylish Aprtmnt w easy access to dwntwn,613837,Brett,,Danforth East York,43.68872,-79.3299,Entire home/apt,89,5,104,2019-08-06,1.36,1,106
127380,"pleasant apt, centrally located",630920,Peggy,,Yonge-Eglinton,43.7037,-79.4082,Private room,60,1,131,2019-08-04,1.36,1,353
131401,WATERFRONT LUXURY SUITE - DOWNTOWN,604233,WaterfrontExecSuites,,Niagara,43.63633,-79.40076,Entire home/apt,68,154,5,2019-01-30,0.10,1,0
137099,Beautiful 3 Bedroom Home in Little Italy!,149566,Vinita + Joe,,Palmerston-Little Italy,43.65781,-79.42065,Entire home/apt,239,5,10,2017-08-12,0.10,2,98
138613,Warm Family Home Downtown Toronto,676621,Jodi,,Little Portugal,43.64776,-79.42709,Entire home/apt,180,3,5,2016-10-07,0.05,1,0
146601,Modern 1BR Downtown - Blue Jays Way,436139,Brian,,Waterfront Communities-The Island,43.64551,-79.39274,Entire home/apt,120,6,7,2015-06-28,0.07,1,39
148945,Downtown Toronto Near Lake Ontario,718884,John,,Waterfront Communities-The Island,43.64835,-79.36302,Private room,80,3,22,2018-03-31,0.22,1,306
149420,Bloor West Village 1 Bedroom ,666759,Jeannie,,High Park-Swansea,43.64618,-79.48833,Entire home/apt,80,4,30,2019-07-09,0.35,1,179
153000,"1,100SqFt. 2B+Den Spacious Green Condo",735795,Raj,,Waterfront Communities-The Island,43.64366,-79.39155,Entire home/apt,249,3,51,2019-08-04,0.52,1,286
166742,Private room in heart of Kensington,794394,Jesse,,Kensington-Chinatown,43.65557,-79.40019,Private room,100,1,123,2019-07-22,1.26,2,365
179217,Experience Downsview Park,857989,Charlene,,Downsview-Roding-CFB,43.74098,-79.48724,Private room,80,2,16,2019-08-05,0.26,1,352
179578,Furnished 1+1 bed Condo Apartment,545074,Sohail,,Woburn,43.78076,-79.24788,Entire home/apt,80,2,0,,,2,0
182573,Sunlit Separate Entrance Apartment,591649,Melissa,,Humewood-Cedarvale,43.68683,-79.42274,Entire home/apt,96,90,21,2019-04-30,0.23,2,251
183522,Beaches House,880070,John,,The Beaches,43.67254,-79.30023,Entire home/apt,180,120,9,2012-07-22,0.09,1,146
184784,2 bd Apt at Yonge & Bloor Yorkville,656777,Pere,,Church-Yonge Corridor,43.66932,-79.38525,Entire home/apt,199,90,58,2019-08-04,0.60,1,144
192860,"Modern, Clean & Quiet 2bd @ High Park",533496,Paul,,Junction Area,43.66597,-79.47388,Entire home/apt,115,4,102,2019-06-13,1.06,2,292
196360,Trendy King West Room Available!,519337,Karie,,South Parkdale,43.64217,-79.42848,Private room,48,29,1,2014-04-01,0.02,1,118
196584,1 Bedroom Apt on Bloor-Danforth subway line!,957466,Karen,,Oakridge,43.69447,-79.28794,Entire home/apt,76,7,12,2018-02-28,0.33,1,134
206529,Simplicity-Quiet Room in a House in the Kingsway,1015926,Grant,,Stonegate-Queensway,43.63978,-79.50473,Private room,60,1,23,2019-03-31,0.26,3,162
207206,Beautiful Newly Renovated 2BDM Home,1019538,Stefan,,Little Portugal,43.64589,-79.43464,Entire home/apt,250,4,17,2015-08-08,0.19,2,344
209226,Boutique living - King West Central,1028504,Cindy,,Niagara,43.63598,-79.41468,Entire home/apt,145,60,35,2017-08-07,0.41,1,275
224775,"Location, Location downtown Toronto",1170217,Frank,,Church-Yonge Corridor,43.66168,-79.37937,Private room,85,7,24,2019-07-01,0.48,2,327
228568,BEST VIEW in the City! Luxury condo,934821,Rob,,North St.James Town,43.66771,-79.37679,Entire home/apt,400,3,55,2018-09-11,0.59,2,0
229913,Upscale 2bed Downtown Toronto-lake,1200620,Sergei,,Niagara,43.63479,-79.39957,Entire home/apt,325,5,10,2017-08-26,0.14,1,356
230775,Elegant Private Room Condo-Downtown,706457,Usman,,Bay Street Corridor,43.66993,-79.38742,Private room,119,5,37,2014-05-13,0.39,1,363
231530,"Lots of plants, light and records. 1 bedroom.",1210571,Jaclyn,,Dovercourt-Wallace Emerson-Junction,43.66823,-79.43594,Entire home/apt,100,2,0,,,1,0
234500,URBAN OASIS: peaceful open concept with parking,1203746,Lisa,,South Riverdale,43.65766,-79.33866,Entire home/apt,141,1,78,2019-08-03,5.86,1,56
239449,Cozy Cool Central Downtown 1 BR Apt with balcony,349772,Steven,,Annex,43.66763,-79.40683,Entire home/apt,90,28,21,2019-07-28,0.28,1,103
248933,"Bright, top floor apt for 3 adults",1304211,Nadia,,Caledonia-Fairbank,43.68203,-79.45852,Entire home/apt,56,2,91,2019-07-27,0.99,1,28
260645,"Heritage  private bdrm & bath, 4",1367540,Linda,,Moss Park,43.6549,-79.37104,Private room,71,1,139,2019-06-23,1.49,4,316
261235,"Heritage private bdrm & bath, 7",1367540,Linda,,Moss Park,43.65627,-79.37116,Private room,65,1,70,2019-06-14,0.74,4,290
264319,  private bdrm & bath  number 2,1367540,Linda,,Moss Park,43.65551,-79.37133,Private room,65,1,97,2019-07-01,1.05,4,308
266300,FURNISHED ONE-BDRM TORONTO KING W,1396237,Jonathan,,Niagara,43.64047,-79.41491,Entire home/apt,105,30,5,2019-06-11,0.19,1,341
268403,Two bedroom apt. in lovely house,1311843,Peter,,Roncesvalles,43.64463,-79.44353,Entire home/apt,140,7,7,2018-09-07,0.15,1,357
268888,Toronto  Downtown Quiet Area,1408862,Dale,,Broadview North,43.6879,-79.35268,Private room,76,1,0,,,1,364
269355,Elegant apartment in the heart of Toronto,1411076,Adam,,Yonge-St.Clair,43.68436,-79.40053,Entire home/apt,200,7,0,,,1,0
270330,Large Waterfront Condo Downtown,1415439,Tricia,,Waterfront Communities-The Island,43.64248,-79.37502,Entire home/apt,189,180,79,2017-09-04,0.85,3,126
273304,In the heart of Toronto downtown!,1409872,Ravish,,Church-Yonge Corridor,43.6605,-79.38057,Private room,177,2,0,,,1,0
273500,Beautiful Executive Victorian House,1430894,Ronen,,Palmerston-Little Italy,43.66023,-79.40935,Entire home/apt,251,2,102,2019-07-29,4.53,10,25
280249,private bdrm & bath room 3,1367540,Linda,,Moss Park,43.65831,-79.36885,Private room,75,2,135,2018-10-29,1.45,4,9
283628,Baldwin Village Downtown Apartment,1477264,Gloria,,Kensington-Chinatown,43.65481,-79.39697,Private room,134,3,16,2017-09-20,0.17,1,0
288341,Beautiful Victorian Home,1368256,Robert,,North St.James Town,43.67093,-79.37298,Entire home/apt,125,14,20,2019-06-22,0.28,1,295
289239,Gorgeous home + Stunning city views!,1270530,Stephanie,,Niagara,43.64294,-79.41038,Entire home/apt,199,21,91,2019-07-14,1.01,1,249
304065,Stonehouse On Sterling-South Room.,812337,Maria,,Dufferin Grove,43.657,-79.44806,Private room,73,2,14,2019-07-14,0.17,3,324
307726,Boutique Chic at Maple Leaf Square,1108156,Karen,,Waterfront Communities-The Island,43.64222,-79.37987,Entire home/apt,110,28,53,2019-06-19,0.58,2,131
309402,"Central, beside subway, indoor pool",1591140,Christina,,Mount Pleasant East,43.70926,-79.37707,Shared room,50,1,90,2019-03-19,1.00,2,279
312035,Stonehouse On Sterling-Queen Room,812337,Maria,,Dufferin Grove,43.65674,-79.44786,Private room,90,2,22,2018-10-12,0.25,3,365
314459,Cosy room by Toronto's Danforth Ave,1615944,Julia,,Blake-Jones,43.67728,-79.33585,Private room,52,28,33,2019-07-31,0.38,1,252
314934,Stonehouse On Sterling-Garden Room,812337,Maria,,Dufferin Grove,43.657,-79.44784,Private room,85,2,23,2018-10-22,0.27,3,363
325432,"Great 'hood, no car needed, 3.5br",1664812,Mark,,High Park North,43.66205,-79.4561,Entire home/apt,259,5,0,,,1,0
327543,Large 1 Bedroom Suite Condo Waterfront + Parking,1631989,Digio,,Waterfront Communities-The Island,43.64754,-79.37527,Entire home/apt,110,4,75,2019-07-27,1.50,2,50
341933,"Bright Spacious 2Br Leslieville Home, Local Living",1390920,Sylvia,,South Riverdale,43.66712,-79.33678,Entire home/apt,179,3,133,2019-08-05,1.47,1,164
349827,DOWNTOWN Private Room & Bathroom,1772659,Alcira,,Waterfront Communities-The Island,43.64895,-79.388,Private room,89,3,92,2018-12-21,1.07,4,220
358663,Private Suite 5 min. from Downtown,1815434,Paul,,Palmerston-Little Italy,43.66195,-79.41141,Entire home/apt,96,7,23,2019-06-30,0.26,2,252
361557,Downtown/Stylish 2 Bdr.   Apt /Garden +Parking,174063,Denis,,South Parkdale,43.6354,-79.43854,Entire home/apt,150,30,58,2019-08-04,0.68,3,250
361831,Townhome/Condo at The Mona Lisa,1828773,Silvana,,Willowdale East,43.77873,-79.41245,Private room,141,7,0,,,1,365
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.67113,-79.29839,Entire home/apt,230,1,2,2019-07-27,0.08,3,335
366973,Spacious Modern Cozy King W Toronto,1015670,Grace,,Waterfront Communities-The Island,43.64341,-79.40046,Entire home/apt,190,3,9,2017-09-12,0.14,1,364
379133,Elegant 3 Bedroom+  Rosedale Home ,1903033,Christie,,Rosedale-Moore Park,43.67423,-79.37028,Entire home/apt,651,7,1,2013-08-02,0.01,2,0
380910,Fab 1 Bdrm Apt Close to Everything ,1910540,Les,,Danforth,43.6798,-79.34218,Entire home/apt,135,2,31,2019-07-19,0.50,1,141
382423,Private Apt. in Kensington Market!,1916855,Manja & Joanne,,Kensington-Chinatown,43.65432,-79.39847,Entire home/apt,112,1,208,2019-07-27,2.32,2,169
382960,Bachelor Suite - Financial District,1919294,Toronto Suite Rentals,,Waterfront Communities-The Island,43.64878,-79.38691,Entire home/apt,149,20,11,2019-01-31,0.14,74,41
384549,Spacious room in house downtown!,1923052,Justin,,North St.James Town,43.67144,-79.37685,Private room,65,7,0,,,1,0
388696,Downtown Private Room-5minto Subway,1944849,Suzan,,Dovercourt-Wallace Emerson-Junction,43.66633,-79.42851,Private room,60,3,18,2017-06-05,0.21,1,341
390395,"SUNNY DBL CORKTOWN PRKNG, BREAKFAST, 2 BIKES INCL.",1952926,Sean,,Regent Park,43.65765,-79.36281,Private room,65,1,736,2019-08-05,8.20,1,239
394627,Furnished Downtown Studio Suite,304551,Kintoo,,Palmerston-Little Italy,43.66137,-79.41074,Entire home/apt,80,60,2,2016-07-01,0.03,6,124
396504,Modern 3 bed home w/garden in funky Queen W,1981383,Clare,,Roncesvalles,43.64283,-79.44686,Entire home/apt,350,3,26,2019-07-28,0.36,1,263
401824,Furnished Downtown Studio Suite 1,304551,Kintoo,,Palmerston-Little Italy,43.6607,-79.40954,Private room,80,30,4,2018-11-25,0.05,6,221
403200,Yonge & Bloor Lakview Bedroom,195095,Urbano,,Rosedale-Moore Park,43.67149,-79.38611,Private room,96,1,3,2018-08-31,0.04,13,222
413276,"Prime downtown! full apartment, wellesley & yonge",2056128,Robert,,Bay Street Corridor,43.6642,-79.38465,Entire home/apt,209,1,68,2019-06-09,0.78,2,340
415104,Furnished Luxury Condos North York,2064477,David,,Willowdale East,43.76248,-79.40904,Entire home/apt,155,3,3,2019-07-13,1.67,4,19
415110,Downtown Furnished Luxury Condo Toronto,2064477,David,,Waterfront Communities-The Island,43.64275,-79.39161,Entire home/apt,176,3,0,,,4,161
415111,Luxury Condo North York - Two Bedroom Suite,2064477,David,,Willowdale East,43.76095,-79.40969,Entire home/apt,226,3,2,2019-07-19,1.58,4,76
415135,Torontos Entertainment District ,2064477,David,,Waterfront Communities-The Island,43.64456,-79.39449,Entire home/apt,175,3,2,2017-07-11,0.08,4,354
415308,Beautiful Seaton Village Apartment-,1299598,Jill,,Annex,43.66859,-79.41411,Entire home/apt,100,3,28,2019-08-03,0.31,1,358
418791,Charming 1BD Apt Toronto West-End,2082581,Haley,,Dufferin Grove,43.65395,-79.43132,Entire home/apt,65,7,3,2013-07-08,0.04,1,0
429943,Super Studio in the Upper Beach,377846,Nick & Nena,,East End-Danforth,43.68499,-79.29131,Entire home/apt,69,3,37,2019-07-22,0.43,10,330
436403,Heritage Home Downtown Toronto,1429488,Derek,,Moss Park,43.6617,-79.37496,Entire home/apt,196,2,210,2019-08-06,2.69,3,350
447884,House available during TIFF,200354,Ayla,,Kensington-Chinatown,43.65646,-79.4031,Private room,200,2,1,2014-03-31,0.02,1,0
449650,A House That's Good for the Soul,1402232,Abigail,,South Parkdale,43.63927,-79.43033,Entire home/apt,249,1,218,2019-08-03,3.58,5,318
454176,Perfect Pied-a-Terre Near the Beach,2256396,John,,Woodbine Corridor,43.67711,-79.31048,Entire home/apt,65,30,1,2012-08-01,0.01,2,342
454927,Downtown Toronto private bdrm&bath,2260447,David,,Church-Yonge Corridor,43.66088,-79.38043,Private room,90,2,296,2019-08-07,3.37,3,230
455640,Charming House in Great Location ,591649,Melissa,,Humewood-Cedarvale,43.68698,-79.42234,Entire home/apt,140,30,9,2015-11-01,0.11,2,0
456371,Calming Bedroom 1 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67741,-79.31079,Private room,27,30,14,2019-03-03,0.22,3,138
457588,Furnished Luxury @ The Eaton Centre,1805882,Elisabeth,,Church-Yonge Corridor,43.65475,-79.37934,Private room,275,5,7,2018-06-29,0.09,4,365
460994,COMFORTABLE APARTMENT IN YORKVILE,2291374,Daniel,,Church-Yonge Corridor,43.66883,-79.38365,Entire home/apt,199,360,0,,,1,365
462366,Quaint Mid-Town Toronto Guestroom,2297131,Liz,,Brookhaven-Amesbury,43.7063,-79.48768,Private room,54,1,26,2019-06-30,0.31,1,321
464313,Private Downtown Victorian House. Fully Equipped,2307239,Harold,,Waterfront Communities-The Island,43.64428,-79.40268,Entire home/apt,188,3,55,2019-06-23,0.75,1,261
466650,Spacious Scandinavian Style Home in King West,1039434,Juli,,Waterfront Communities-The Island,43.64353,-79.40154,Entire home/apt,165,30,49,2019-05-30,0.58,3,155
473827,Designer-inspired Toronto living.,2349264,George / John,,Oakwood Village,43.68767,-79.44004,Entire home/apt,107,28,97,2018-11-09,1.13,1,99
493281,Prestigious Wychwood Park Studio CA,2432916,Denise,,Wychwood,43.67775,-79.42171,Private room,76,3,0,,,1,314
495303,Your Home In Toronto,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66444,-79.42534,Entire home/apt,115,3,107,2019-07-11,1.28,2,173
499590,Families with Small Kids Welcome,1615266,Lewelyn,,Parkwoods-Donalda,43.75809,-79.31778,Entire home/apt,200,120,1,2012-07-16,0.01,2,306
506381,"Private+Spacious,Balcony +Location+Bike!",1299496,Alana,,Annex,43.66697,-79.40509,Entire home/apt,75,3,8,2017-05-16,0.09,1,0
509575,Mina's Guest House - Room  # 2,2511000,Arya,,Moss Park,43.65751,-79.37178,Private room,80,3,12,2019-07-21,0.14,24,331
511141,Victorian Charmer in West Queen West,2518222,Katie & Philippe,,Little Portugal,43.64887,-79.43202,Entire home/apt,200,2,110,2019-07-24,1.28,3,94
511463, gorgeous light- filled loft avail!,211533,Sasha,,Dovercourt-Wallace Emerson-Junction,43.66021,-79.43757,Entire home/apt,150,2,6,2016-08-28,0.08,1,0
516823,Cozy + Clean Studio in the Junction,533496,Paul,,Junction Area,43.66585,-79.47556,Entire home/apt,78,5,161,2019-07-31,1.86,2,283
517709,Bright House with Vegetable Garden,2549053,Nathalie,,Trinity-Bellwoods,43.65264,-79.411,Entire home/apt,225,2,76,2018-08-16,0.91,1,95
519845,A Calm and Cozy Abode,1615266,Lewelyn,,Parkwoods-Donalda,43.75864,-79.31797,Entire home/apt,52,4,38,2019-06-27,0.45,2,306
525387,Gorgeous Photogenic Artist's Loft,1559845,Safiya,,Dovercourt-Wallace Emerson-Junction,43.65875,-79.44551,Entire home/apt,143,2,59,2019-07-31,0.68,1,190
526594,Small Dog friendly Apt Garden Free Park EV charger,2588098,Reiner,,Willowdale East,43.76542,-79.40359,Entire home/apt,67,28,6,2014-12-01,0.07,1,177
526705,High-Tech Authentic Lux Art Loft in Queen West,1698603,Kyle,,Roncesvalles,43.64279,-79.43347,Entire home/apt,138,2,46,2019-08-07,0.54,2,205
529089,Tryna get lit?,2577688,Cameron,,Niagara,43.64262,-79.40315,Shared room,67,1,0,,,1,0
529189,"Historical, distinctive, and hip",2597290,Caroline,,Trinity-Bellwoods,43.65248,-79.40885,Private room,55,3,143,2019-07-06,1.66,4,307
529227,Little Italy-4 bedroom house,2600229,Orsolya,,Palmerston-Little Italy,43.65899,-79.42474,Entire home/apt,295,7,18,2018-08-19,0.21,1,298
529256,Room in amazing retro modern space ,2597290,Caroline,,Trinity-Bellwoods,43.65038,-79.41019,Private room,54,3,99,2019-07-20,1.14,4,322
533659,Best View in Downtown 5 Star Luxury,1019968,Roman,,Waterfront Communities-The Island,43.63931,-79.38174,Entire home/apt,220,9,135,2019-07-22,1.56,3,163
534962,Mina's Guest House Room #1 (1 x Queen Bed + Futon),2511000,Arya,,Moss Park,43.66002,-79.37217,Private room,80,3,8,2019-05-12,0.11,24,87
535006,Mina's Guest House Room #3 (1 x Queen Bed + Futon),2511000,Arya,,Moss Park,43.65931,-79.37258,Private room,75,3,11,2019-06-23,0.14,24,98
535025,Toronto Mina's Guest House room #6,2511000,Arya,,Moss Park,43.66015,-79.37206,Private room,54,3,23,2019-06-03,0.29,24,78
535079,Mina's Guest House - Room  #7,2511000,Arya,,Moss Park,43.65852,-79.37165,Private room,65,3,4,2019-05-01,0.05,24,82
535086,Toronto Mina's Guest House -Room 8,2511000,Arya,,Moss Park,43.65796,-79.37146,Private room,65,3,12,2018-10-22,0.16,24,95
535110,Toronto Mina's Guest House-Room # 9,2511000,Arya,,Moss Park,43.65823,-79.37213,Private room,60,3,13,2017-02-25,0.15,24,72
535124,Mina's Guest House-double room #10,2511000,Arya,,Moss Park,43.66004,-79.37175,Private room,60,3,5,2018-11-21,0.06,24,65
537679,NIce room with private bathroom ,2586974,Yin,,Mimico (includes Humber Bay Shores),43.62575,-79.48815,Private room,200,7,0,,,1,365
543242,"Little Portugal, Lovely Room!",436011,Mallory And Allen,,Little Portugal,43.65007,-79.42561,Private room,69,2,194,2019-07-25,2.33,1,293
543810,Spacious 1+1 Condo Downtown Toronto,2671905,R.,,Waterfront Communities-The Island,43.64147,-79.39269,Entire home/apt,200,3,11,2015-08-16,0.15,1,0
547777,A Beautiful Funky Toronto Apartment,2692759,Ayelet And Sean,,Palmerston-Little Italy,43.66101,-79.42695,Entire home/apt,90,2,3,2017-10-17,0.04,1,0
553892,Large downtown room with great view,2597290,Caroline,,Trinity-Bellwoods,43.65239,-79.40902,Private room,52,3,176,2019-07-25,2.04,4,326
556724,Large family home in High Park,2737251,Shelagh,,High Park-Swansea,43.64842,-79.4546,Entire home/apt,245,6,3,2015-08-19,0.04,1,87
563542,Bright Large 2 Bedroom Central,227740,Bojan,,Palmerston-Little Italy,43.65707,-79.41011,Entire home/apt,98,3,1,2013-08-20,0.01,1,0
571239,Beautiful Family Home in the City,2811178,David,,Greenwood-Coxwell,43.68181,-79.32462,Entire home/apt,249,3,31,2019-08-05,0.37,2,359
571391,Art Deco  -Heart of Toronto - sports & concerts,2695340,Lesli,,Bay Street Corridor,43.66525,-79.38752,Entire home/apt,119,2,48,2019-07-20,0.62,1,325
571429,Chic Upper Beach 3 Bedroom Beauty,377846,Nick & Nena,,East End-Danforth,43.68617,-79.29311,Entire home/apt,119,3,28,2019-06-18,0.34,10,216
573489,Kid friendly neighbourhood. ,2821694,B,,Wychwood,43.67673,-79.42318,Entire home/apt,350,5,0,,,1,0
573892,DOWNTOWN TORONTO LUXURY FURNISHED CORPORATE SUITE,2175675,Frank,,Waterfront Communities-The Island,43.64317,-79.38044,Entire home/apt,169,1,71,2019-07-01,0.84,4,325
578292,"Modern Upscale Condo, HUGE Balcony, WALKSCORE 100",2808386,Jason,,Bay Street Corridor,43.65409,-79.38456,Entire home/apt,130,21,5,2019-06-01,0.06,1,287
579918,Luxury Queen West Private Loft,1160065,Vee,,Niagara,43.63803,-79.41904,Entire home/apt,130,3,12,2018-09-22,0.14,1,0
593324,Charming Victorian in Leslieville,2929774,Susan,,South Riverdale,43.66096,-79.34763,Entire home/apt,114,7,7,2015-10-06,0.08,1,0
599591,Artful Retreat & Queer Friendly,2771272,Michelle,,Dufferin Grove,43.65354,-79.43508,Entire home/apt,90,2,185,2019-07-22,2.19,3,306
602407,Large bedroom with private bathroom,2980659,Nanou,,Woodbine Corridor,43.67666,-79.31322,Private room,69,4,39,2018-10-02,0.46,1,2
602943,Mina's Guest House- Room # 4,2511000,Arya,,Moss Park,43.65759,-79.37072,Private room,65,3,10,2017-03-15,0.14,24,82
610699,Greater Toronto Area CONDO,661745,Nishad,,Parkwoods-Donalda,43.75321,-79.33166,Private room,50,30,10,2018-11-04,0.12,1,281
611735,Comfort and  quiet   SPECIAL TIFF AVAILABILITY,1241161,Danny,,Dovercourt-Wallace Emerson-Junction,43.66271,-79.42506,Private room,89,2,10,2018-08-05,0.12,2,0
613695,House in Little Italy,2741309,Sean,,Palmerston-Little Italy,43.65958,-79.41257,Entire home/apt,75,1,0,,,1,0
616011,1 MIN TO SUBWAY  COZY ROOM DOWNTOWN TORONTO,2902804,Gabriela,,North St.James Town,43.6704,-79.37574,Private room,54,2,72,2019-08-05,2.81,2,186
620965,Private Room in Artist Home by Transit,897683,Hajnal,,Birchcliffe-Cliffside,43.70519,-79.24774,Private room,34,5,20,2019-07-06,0.24,2,177
624190,Danforth/Greek Town  appartment,3096162,Brigitt,,Broadview North,43.69032,-79.35236,Entire home/apt,450,1,0,,,1,0
625877,Calming Bedroom 2 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67567,-79.3122,Private room,29,30,13,2019-07-01,0.20,3,257
625942,Calming Bedroom 3 - Beaches Toronto,2268652,Julie,,Woodbine Corridor,43.67638,-79.3102,Private room,31,28,9,2017-10-08,0.13,3,220
627217,parking space only,3057451,Jessica,,Weston-Pellam Park,43.67368,-79.46032,Shared room,100,1,0,,,1,0
629995,Shared Loft in Queen West- On Couch,1698603,Kyle,,Roncesvalles,43.64372,-79.43283,Shared room,71,1,3,2019-06-01,0.04,2,350
638500,3 bdrm on Queen West TO,3178928,Lisa Marie,,South Parkdale,43.63912,-79.43946,Entire home/apt,94,4,10,2016-09-26,0.20,1,0
638586,Toronto Downtown near TIFF &  Convention Centre,3186285,Solange,,Waterfront Communities-The Island,43.64271,-79.39244,Entire home/apt,200,3,61,2019-04-07,1.00,1,357
